Flight Number,PassengerID,Airline,Origin,Destination,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay (min),Arrival Delay (min),Delay Reason,Passenger Satisfaction,Survey Score,Comments,Number of Passengers,Date,Delay Duration (minutes),Flight Status
FN3050,PAX1912,SkyJet,DFW,BOS,16:39,17:04,19:08,19:33,25,25,Technical,Medium,5,Friendly staff.,129,2024-05-05,25,Delayed
FN6291,PAX1913,JetStream,ATL,MIA,05:28,05:55,08:09,08:36,27,27,None,Medium,4,Uncomfortable seats.,127,2024-10-26,27,Delayed
FN4627,PAX1914,FlyHigh,DFW,PHX,20:22,20:58,00:01,00:37,36,36,Weather,Low,3,Uncomfortable seats.,50,2024-01-25,36,Delayed
FN8720,PAX1915,CloudAir,LAX,PHX,12:40,13:21,16:26,17:07,41,41,Technical,Low,5,Great service!,230,2024-05-24,41,Delayed
FN6266,PAX1916,CloudAir,JFK,SEA,09:43,10:18,12:09,12:11,35,2,Technical,Medium,5,Friendly staff.,172,2024-01-13,2,Delayed
FN8111,PAX1917,JetStream,JFK,PHX,07:07,07:25,10:21,10:26,18,5,Weather,Medium,3,Delay was frustrating.,115,2024-07-30,5,Delayed
FN3269,PAX1918,SkyJet,DFW,PHX,02:45,03:12,05:19,05:46,27,27,Technical,Medium,3,Friendly staff.,276,2024-01-25,27,Delayed
FN5260,PAX1919,SkyJet,ORD,MIA,11:47,12:20,13:43,14:16,33,33,Weather,Low,4,Uncomfortable seats.,128,2024-03-08,33,Delayed
FN2126,PAX1920,SkyJet,DFW,BOS,14:53,15:24,18:32,19:03,31,31,Weather,Low,5,Great service!,287,2024-03-07,31,Delayed
FN8865,PAX1921,SkyJet,DFW,PHX,06:39,07:05,08:40,09:06,26,26,None,Medium,4,,166,2024-08-20,26,Delayed
FN5747,PAX1922,AirNova,LAX,PHX,11:36,12:06,14:31,15:01,30,30,Weather,Medium,4,Uncomfortable seats.,247,2024-04-18,30,Delayed
FN6773,PAX1923,AirNova,DFW,MIA,15:28,15:59,19:03,19:34,31,31,Weather,Low,5,Great service!,141,2024-05-25,31,Delayed
FN5289,PAX1924,JetStream,ORD,BOS,18:26,18:57,20:20,20:51,31,31,None,Low,4,,225,2024-04-20,31,Delayed
FN1333,PAX1925,CloudAir,ATL,MIA,07:53,08:19,10:10,10:36,26,26,None,Medium,5,,126,2024-08-15,26,Delayed
FN9376,PAX1926,FlyHigh,ORD,MIA,23:04,23:20,01:24,01:40,16,16,None,Medium,1,Great service!,133,2024-04-20,16,Delayed
FN5090,PAX1927,CloudAir,LAX,SEA,11:09,11:38,13:00,13:29,29,29,Technical,Medium,4,Great service!,146,2024-02-03,29,Delayed
FN6672,PAX1928,SkyJet,DFW,PHX,20:09,20:34,23:16,23:41,25,25,None,Medium,2,Uncomfortable seats.,200,2024-04-20,25,Delayed
FN2884,PAX1929,SkyJet,JFK,BOS,17:33,18:05,19:47,20:19,32,32,Weather,Low,1,Friendly staff.,117,2024-09-20,32,Delayed
FN8017,PAX1930,SkyJet,ORD,DEN,06:25,06:56,08:41,09:12,31,31,Technical,Low,3,Smooth flight.,200,2024-08-23,31,Delayed
FN3673,PAX1931,FlyHigh,DFW,PHX,22:11,22:45,00:41,01:15,34,34,Crew,Low,5,,154,2024-03-23,34,Delayed
FN5035,PAX1932,SkyJet,DFW,DEN,22:57,23:27,00:57,01:27,30,30,Crew,Medium,3,,167,2024-02-11,30,Delayed
FN7928,PAX1933,JetStream,ATL,PHX,06:58,07:25,08:56,09:23,27,27,Weather,Medium,5,Friendly staff.,238,2024-04-10,27,Delayed
FN6448,PAX1934,JetStream,JFK,BOS,17:40,18:19,20:32,21:11,39,39,Technical,Low,1,,71,2024-01-06,39,Delayed
FN9759,PAX1935,AirNova,JFK,PHX,22:05,22:32,01:53,02:20,27,27,Weather,Medium,3,Great service!,185,2024-06-28,27,Delayed
FN3800,PAX1936,FlyHigh,JFK,BOS,08:30,09:03,12:29,13:02,33,33,None,Low,5,Smooth flight.,269,2024-10-08,33,Delayed
FN5176,PAX1937,SkyJet,ATL,SEA,09:40,10:06,11:17,11:43,26,26,Weather,Medium,3,Smooth flight.,92,2024-11-15,26,Delayed
FN1275,PAX1938,SkyJet,ATL,MIA,17:42,18:18,21:24,22:00,36,36,Technical,Low,3,,211,2024-08-13,36,Delayed
FN8386,PAX1939,AirNova,ATL,PHX,23:32,23:58,01:54,02:20,26,26,Crew,Medium,4,,115,2024-11-10,26,Delayed
FN3486,PAX1940,SkyJet,ATL,SEA,19:48,20:12,23:29,23:53,24,24,Crew,Medium,4,Uncomfortable seats.,51,2024-12-30,24,Delayed
FN5369,PAX1941,SkyJet,ORD,PHX,16:14,16:48,19:57,20:31,34,34,None,Low,2,Uncomfortable seats.,229,2024-08-16,34,Delayed
FN7627,PAX1942,JetStream,JFK,DEN,21:46,22:22,00:29,01:05,36,36,Technical,Low,4,Friendly staff.,200,2024-10-15,36,Delayed
FN1557,PAX1943,JetStream,LAX,DEN,22:45,23:12,01:21,01:48,27,27,Crew,Medium,3,Great service!,170,2024-05-29,27,Delayed
FN1362,PAX1944,AirNova,ORD,PHX,17:21,18:04,18:52,19:35,43,43,Weather,Low,5,Great service!,282,2024-10-03,43,Delayed
FN9275,PAX1945,CloudAir,JFK,BOS,20:07,20:39,21:40,22:12,32,32,Weather,Low,5,,190,2024-07-16,32,Delayed
FN5147,PAX1946,SkyJet,DFW,DEN,09:49,10:19,12:11,12:41,30,30,Technical,Medium,2,Uncomfortable seats.,194,2024-03-10,30,Delayed
FN1078,PAX1947,JetStream,LAX,PHX,13:39,14:07,17:15,17:43,28,28,Technical,Medium,5,Friendly staff.,292,2024-04-21,28,Delayed
FN6497,PAX1948,FlyHigh,LAX,PHX,03:17,03:46,05:01,05:30,29,29,Crew,Medium,5,Smooth flight.,88,2024-01-04,29,Delayed
FN7238,PAX1949,JetStream,ORD,DEN,02:14,02:52,04:18,04:56,38,38,Weather,Low,4,Uncomfortable seats.,277,2024-12-15,38,Delayed
FN4606,PAX1950,FlyHigh,ORD,DEN,13:35,14:04,16:29,16:58,29,29,None,Medium,4,Uncomfortable seats.,100,2024-11-26,29,Delayed
FN6196,PAX1951,AirNova,ORD,MIA,12:35,13:00,14:53,15:18,25,25,Crew,Medium,3,Delay was frustrating.,163,2024-11-13,25,Delayed
FN3049,PAX1952,JetStream,ORD,SEA,23:00,23:45,01:55,02:40,45,45,Crew,Low,4,Friendly staff.,69,2024-12-15,45,Delayed
FN5860,PAX1953,CloudAir,JFK,MIA,04:52,05:23,08:35,09:06,31,31,Technical,Low,1,Friendly staff.,155,2024-04-04,31,Delayed
FN5250,PAX1954,AirNova,DFW,DEN,01:46,02:13,03:24,03:23,27,-1,None,High,5,Uncomfortable seats.,73,2024-05-31,0,On Time
FN7858,PAX1955,FlyHigh,DFW,DEN,23:05,23:45,01:30,02:10,40,40,Weather,Low,3,Delay was frustrating.,94,2024-11-06,40,Delayed
FN4291,PAX1956,FlyHigh,LAX,SEA,22:29,23:08,02:18,02:57,39,39,Technical,Low,5,Great service!,204,2024-05-16,39,Delayed
FN2263,PAX1957,CloudAir,JFK,BOS,07:54,08:26,09:24,09:56,32,32,None,Low,4,Smooth flight.,202,2024-09-03,32,Delayed
FN8434,PAX1958,AirNova,DFW,PHX,03:36,04:10,05:59,06:08,34,9,Crew,Medium,3,,296,2024-08-30,9,Delayed
FN9983,PAX1959,FlyHigh,JFK,PHX,00:27,00:50,02:11,02:34,23,23,Technical,Medium,1,Smooth flight.,90,2024-01-31,23,Delayed
FN2520,PAX1960,AirNova,ORD,SEA,05:50,06:29,09:39,10:18,39,39,Weather,Low,3,,73,2024-02-09,39,Delayed
FN9653,PAX1961,JetStream,ORD,DEN,21:08,21:41,23:31,00:04,33,33,None,Low,5,Great service!,242,2024-08-16,33,Delayed
FN9302,PAX1962,SkyJet,LAX,DEN,19:29,20:03,21:28,22:02,34,34,None,Low,3,Friendly staff.,133,2024-02-05,34,Delayed
FN1065,PAX1963,SkyJet,ORD,PHX,09:28,09:57,12:27,12:36,29,9,Weather,Medium,3,,202,2024-08-10,9,Delayed
FN3525,PAX1964,FlyHigh,JFK,PHX,13:56,14:31,16:03,16:04,35,1,None,Medium,5,Great service!,87,2024-01-06,1,Delayed
FN7752,PAX1965,JetStream,ORD,PHX,07:41,08:08,11:39,12:06,27,27,Weather,Medium,2,Delay was frustrating.,148,2024-11-17,27,Delayed
FN9159,PAX1966,AirNova,ORD,MIA,18:58,19:31,20:48,20:56,33,8,Technical,Medium,5,Friendly staff.,285,2024-08-07,8,Delayed
FN5599,PAX1967,FlyHigh,JFK,BOS,09:45,10:12,11:52,12:19,27,27,Weather,Medium,5,Great service!,72,2024-03-15,27,Delayed
FN6142,PAX1968,SkyJet,JFK,SEA,07:45,08:05,09:50,10:10,20,20,Crew,Medium,2,Friendly staff.,277,2024-01-04,20,Delayed
FN7211,PAX1969,SkyJet,ORD,MIA,17:41,18:08,20:53,20:52,27,-1,None,High,5,Smooth flight.,206,2024-11-30,0,On Time
FN2285,PAX1970,CloudAir,ORD,SEA,07:02,07:31,10:55,11:24,29,29,Weather,Medium,3,Uncomfortable seats.,266,2024-05-13,29,Delayed
FN5917,PAX1971,AirNova,LAX,PHX,19:29,20:01,22:27,22:59,32,32,Crew,Low,2,Friendly staff.,214,2024-04-27,32,Delayed
FN9722,PAX1972,CloudAir,DFW,PHX,13:59,14:38,17:19,17:20,39,1,Technical,Medium,4,,234,2024-04-03,1,Delayed
FN5856,PAX1973,FlyHigh,ATL,SEA,22:13,22:42,00:01,00:30,29,29,None,Medium,3,Friendly staff.,118,2024-03-02,29,Delayed
FN4727,PAX1974,AirNova,LAX,SEA,03:05,03:35,05:25,05:23,30,-2,None,High,3,Delay was frustrating.,147,2024-07-12,0,On Time
FN6179,PAX1975,JetStream,DFW,SEA,07:25,07:40,09:51,10:06,15,15,Technical,Medium,4,Delay was frustrating.,257,2024-11-30,15,Delayed
FN1709,PAX1976,SkyJet,LAX,BOS,02:56,03:23,05:30,05:57,27,27,Weather,Medium,5,Delay was frustrating.,76,2024-07-21,27,Delayed
FN8770,PAX1977,AirNova,JFK,SEA,01:24,01:53,05:04,05:33,29,29,None,Medium,1,Delay was frustrating.,153,2024-01-26,29,Delayed
FN7584,PAX1978,AirNova,ORD,DEN,13:16,13:48,17:10,17:06,32,-4,None,High,5,Great service!,162,2024-06-21,0,On Time
FN2781,PAX1979,FlyHigh,JFK,PHX,06:24,06:51,10:22,10:49,27,27,Weather,Medium,3,Friendly staff.,111,2024-10-26,27,Delayed
FN6267,PAX1980,FlyHigh,ATL,SEA,22:59,23:29,01:02,01:11,30,9,Weather,Medium,5,Delay was frustrating.,90,2024-05-12,9,Delayed
FN4322,PAX1981,CloudAir,LAX,DEN,23:36,00:07,01:27,01:58,31,31,Technical,Low,5,,169,2024-11-21,31,Delayed
FN4123,PAX1982,AirNova,JFK,DEN,17:51,18:17,20:31,20:57,26,26,Technical,Medium,2,Uncomfortable seats.,148,2024-04-27,26,Delayed
FN5381,PAX1983,SkyJet,JFK,DEN,20:02,20:33,23:45,23:45,31,0,Crew,High,1,Delay was frustrating.,283,2024-11-19,0,On Time
FN8501,PAX1984,AirNova,ORD,PHX,11:44,12:23,14:51,15:30,39,39,None,Low,3,,86,2024-10-01,39,Delayed
FN9455,PAX1985,SkyJet,ATL,DEN,03:04,03:27,05:51,06:14,23,23,None,Medium,4,,263,2024-07-30,23,Delayed
FN8425,PAX1986,SkyJet,JFK,BOS,22:15,22:46,01:25,01:56,31,31,None,Low,3,,218,2024-08-12,31,Delayed
FN6973,PAX1987,CloudAir,JFK,SEA,22:24,22:53,02:17,02:46,29,29,Crew,Medium,4,Friendly staff.,108,2024-01-20,29,Delayed
FN7167,PAX1988,CloudAir,DFW,SEA,19:50,20:21,22:11,22:42,31,31,None,Low,5,Smooth flight.,66,2024-04-22,31,Delayed
FN5118,PAX1989,JetStream,DFW,BOS,11:56,12:25,15:23,15:52,29,29,Weather,Medium,2,Great service!,92,2024-05-19,29,Delayed
FN3800,PAX1990,JetStream,JFK,SEA,18:27,18:59,22:17,22:49,32,32,Weather,Low,3,Uncomfortable seats.,222,2024-02-16,32,Delayed
FN1244,PAX1991,AirNova,ORD,DEN,16:53,17:09,19:53,19:54,16,1,Weather,Medium,1,Smooth flight.,159,2024-01-01,1,Delayed
FN6281,PAX1992,FlyHigh,LAX,DEN,07:53,08:19,10:24,10:50,26,26,Crew,Medium,2,Delay was frustrating.,140,2024-03-30,26,Delayed
FN2774,PAX1993,CloudAir,LAX,BOS,02:57,03:35,04:40,05:18,38,38,Crew,Low,2,Delay was frustrating.,123,2024-05-21,38,Delayed
FN9131,PAX1994,JetStream,ORD,SEA,03:35,04:03,05:44,06:12,28,28,Weather,Medium,4,Great service!,163,2024-11-15,28,Delayed
FN4034,PAX1995,SkyJet,LAX,PHX,13:00,13:35,14:46,14:54,35,8,Weather,Medium,5,Great service!,153,2024-02-07,8,Delayed
FN5559,PAX1996,JetStream,ATL,DEN,05:58,06:22,08:09,08:33,24,24,None,Medium,1,Uncomfortable seats.,68,2024-10-19,24,Delayed
FN6761,PAX1997,FlyHigh,DFW,MIA,21:36,22:02,00:26,00:52,26,26,None,Medium,4,,80,2024-05-18,26,Delayed
FN3093,PAX1998,CloudAir,JFK,SEA,22:53,23:19,00:38,00:44,26,6,Technical,Medium,5,Smooth flight.,202,2024-12-21,6,Delayed
FN1679,PAX1999,FlyHigh,ORD,BOS,18:16,18:43,20:46,21:13,27,27,Crew,Medium,2,Smooth flight.,231,2024-11-28,27,Delayed
FN1678,PAX2000,CloudAir,JFK,MIA,06:45,07:12,08:25,08:52,27,27,Weather,Medium,2,Uncomfortable seats.,116,2024-09-15,27,Delayed
FN2772,PAX2001,AirNova,ORD,DEN,08:25,08:53,11:30,11:58,28,28,Weather,Medium,3,Friendly staff.,67,2024-06-09,28,Delayed
FN8336,PAX2002,FlyHigh,ATL,DEN,08:51,09:14,12:02,12:25,23,23,Weather,Medium,2,,176,2024-06-26,23,Delayed
FN2421,PAX2003,AirNova,DFW,SEA,13:24,13:50,17:15,17:16,26,1,None,Medium,1,Friendly staff.,145,2024-01-10,1,Delayed
FN2326,PAX2004,CloudAir,ORD,PHX,20:45,21:06,00:29,00:50,21,21,Technical,Medium,5,Great service!,54,2024-09-17,21,Delayed
FN2301,PAX2005,CloudAir,DFW,SEA,12:52,13:25,15:40,16:13,33,33,Technical,Low,2,Smooth flight.,251,2024-05-17,33,Delayed
FN6630,PAX2006,JetStream,JFK,PHX,03:29,03:59,05:56,06:26,30,30,None,Medium,5,Smooth flight.,180,2024-06-20,30,Delayed
FN7114,PAX2007,SkyJet,ATL,MIA,17:47,18:08,19:54,20:15,21,21,None,Medium,4,Uncomfortable seats.,190,2024-01-13,21,Delayed
FN8200,PAX2008,JetStream,ORD,MIA,02:37,03:10,05:34,06:07,33,33,Weather,Low,2,Great service!,106,2024-06-16,33,Delayed
FN1619,PAX2009,AirNova,ATL,PHX,13:29,14:04,15:02,15:37,35,35,None,Low,2,Great service!,191,2024-05-09,35,Delayed
FN6902,PAX2010,CloudAir,JFK,PHX,18:58,19:18,21:17,21:37,20,20,Crew,Medium,3,Great service!,126,2024-03-24,20,Delayed
FN6587,PAX2011,FlyHigh,JFK,PHX,06:09,06:45,09:33,10:09,36,36,Weather,Low,5,Friendly staff.,56,2024-11-16,36,Delayed
FN3413,PAX2012,JetStream,ORD,MIA,20:43,21:20,22:57,23:34,37,37,Technical,Low,3,Uncomfortable seats.,244,2024-11-14,37,Delayed
FN9027,PAX2013,JetStream,ATL,BOS,06:58,07:25,09:59,09:56,27,-3,Technical,High,5,Delay was frustrating.,277,2024-04-10,0,On Time
FN3525,PAX2014,CloudAir,ORD,BOS,14:04,14:34,17:40,18:10,30,30,None,Medium,1,Smooth flight.,263,2024-11-24,30,Delayed
FN3355,PAX2015,SkyJet,LAX,SEA,07:46,08:10,11:17,11:41,24,24,Technical,Medium,4,Smooth flight.,186,2024-09-29,24,Delayed
FN5722,PAX2016,FlyHigh,DFW,DEN,04:09,04:36,05:42,05:46,27,4,Crew,Medium,2,Delay was frustrating.,56,2024-09-21,4,Delayed
FN3686,PAX2017,FlyHigh,ATL,MIA,18:26,19:04,20:52,20:56,38,4,None,Medium,4,,180,2024-02-07,4,Delayed
FN8414,PAX2018,SkyJet,ORD,PHX,10:18,10:48,13:48,14:18,30,30,Weather,Medium,5,Great service!,200,2024-04-03,30,Delayed
FN5288,PAX2019,JetStream,ORD,DEN,06:11,06:31,08:33,08:53,20,20,Weather,Medium,5,Friendly staff.,114,2024-04-04,20,Delayed
FN7106,PAX2020,FlyHigh,ATL,MIA,11:23,11:44,15:14,15:35,21,21,None,Medium,3,Great service!,154,2024-10-31,21,Delayed
FN2568,PAX2021,AirNova,ORD,PHX,14:48,15:16,16:35,17:03,28,28,None,Medium,5,Uncomfortable seats.,213,2024-03-09,28,Delayed
FN4342,PAX2022,AirNova,LAX,MIA,00:33,01:07,03:34,04:08,34,34,Crew,Low,2,Great service!,296,2024-11-13,34,Delayed
FN5385,PAX2023,SkyJet,ORD,SEA,21:40,22:19,23:23,00:02,39,39,Technical,Low,5,Uncomfortable seats.,240,2024-08-23,39,Delayed
FN4330,PAX2024,CloudAir,JFK,SEA,20:30,20:58,22:35,23:03,28,28,Weather,Medium,5,Smooth flight.,184,2024-11-29,28,Delayed
FN8789,PAX2025,AirNova,LAX,DEN,21:16,21:45,23:00,23:29,29,29,None,Medium,5,Uncomfortable seats.,261,2024-05-16,29,Delayed
FN6408,PAX2026,SkyJet,LAX,SEA,03:26,03:54,06:09,06:37,28,28,None,Medium,3,Great service!,201,2024-03-16,28,Delayed
FN7450,PAX2027,AirNova,JFK,PHX,06:39,07:13,09:48,10:22,34,34,Crew,Low,1,Smooth flight.,183,2024-02-04,34,Delayed
FN2354,PAX2028,FlyHigh,LAX,PHX,18:19,18:48,21:14,21:43,29,29,None,Medium,5,Friendly staff.,198,2024-01-01,29,Delayed
FN9737,PAX2029,JetStream,ORD,BOS,01:29,01:54,03:53,04:18,25,25,Technical,Medium,5,,198,2024-10-22,25,Delayed
FN1753,PAX2030,AirNova,JFK,SEA,02:51,03:20,06:39,07:08,29,29,None,Medium,1,Delay was frustrating.,159,2024-11-15,29,Delayed
FN9191,PAX2031,CloudAir,JFK,SEA,14:23,14:53,18:14,18:13,30,-1,None,High,5,,59,2024-02-29,0,On Time
FN9430,PAX2032,FlyHigh,ORD,BOS,04:03,04:31,07:56,08:24,28,28,Weather,Medium,4,Delay was frustrating.,139,2024-11-15,28,Delayed
FN9323,PAX2033,AirNova,ATL,BOS,01:25,01:58,04:42,05:15,33,33,Crew,Low,2,Delay was frustrating.,294,2024-12-14,33,Delayed
FN1429,PAX2034,AirNova,ATL,MIA,11:29,11:56,13:03,13:30,27,27,None,Medium,5,Uncomfortable seats.,176,2024-11-23,27,Delayed
FN9367,PAX2035,AirNova,JFK,MIA,23:39,00:12,02:57,03:30,33,33,Technical,Low,5,Uncomfortable seats.,238,2024-09-23,33,Delayed
FN8852,PAX2036,FlyHigh,ORD,BOS,10:01,10:31,12:25,12:55,30,30,Weather,Medium,4,Friendly staff.,140,2024-12-26,30,Delayed
FN5062,PAX2037,FlyHigh,LAX,PHX,12:22,12:58,14:42,15:18,36,36,Technical,Low,4,Great service!,111,2024-08-16,36,Delayed
FN4476,PAX2038,FlyHigh,DFW,PHX,08:31,09:00,10:38,11:07,29,29,Technical,Medium,5,Delay was frustrating.,288,2024-09-26,29,Delayed
FN3567,PAX2039,JetStream,LAX,MIA,12:39,13:10,16:24,16:55,31,31,Technical,Low,3,Uncomfortable seats.,85,2024-11-11,31,Delayed
FN7598,PAX2040,FlyHigh,JFK,SEA,18:20,18:46,21:51,22:17,26,26,Technical,Medium,3,Smooth flight.,276,2024-10-12,26,Delayed
FN5145,PAX2041,SkyJet,ORD,BOS,13:38,14:10,16:05,16:37,32,32,None,Low,4,Uncomfortable seats.,281,2024-10-17,32,Delayed
FN8681,PAX2042,SkyJet,DFW,SEA,14:09,14:25,17:55,17:58,16,3,Weather,Medium,1,Smooth flight.,292,2024-07-31,3,Delayed
FN3063,PAX2043,CloudAir,JFK,PHX,16:27,17:00,18:04,18:37,33,33,Weather,Low,5,Smooth flight.,101,2024-06-13,33,Delayed
FN9493,PAX2044,FlyHigh,DFW,SEA,18:24,18:56,20:10,20:42,32,32,Weather,Low,4,,146,2024-01-05,32,Delayed
FN2178,PAX2045,CloudAir,LAX,DEN,11:29,11:58,13:16,13:45,29,29,None,Medium,4,Smooth flight.,124,2024-12-04,29,Delayed
FN7820,PAX2046,JetStream,JFK,SEA,10:40,11:02,12:18,12:18,22,0,Weather,High,5,Friendly staff.,140,2024-03-18,0,On Time
FN1386,PAX2047,FlyHigh,JFK,DEN,01:18,01:45,04:09,04:14,27,5,None,Medium,3,,166,2024-03-02,5,Delayed
FN7192,PAX2048,FlyHigh,LAX,BOS,09:21,09:52,11:27,11:58,31,31,Technical,Low,2,Great service!,51,2024-05-11,31,Delayed
FN2496,PAX2049,SkyJet,ATL,PHX,06:33,07:05,08:55,09:27,32,32,Technical,Low,5,Friendly staff.,102,2024-03-29,32,Delayed
FN5476,PAX2050,AirNova,JFK,BOS,01:34,02:06,05:14,05:46,32,32,None,Low,5,Friendly staff.,218,2024-08-24,32,Delayed
FN8123,PAX2051,CloudAir,ATL,DEN,19:26,19:57,22:08,22:39,31,31,Weather,Low,3,Great service!,218,2024-02-11,31,Delayed
FN4851,PAX2052,AirNova,LAX,PHX,01:48,02:15,05:04,05:31,27,27,Weather,Medium,5,Uncomfortable seats.,108,2024-03-29,27,Delayed
FN6821,PAX2053,SkyJet,JFK,BOS,13:16,13:44,15:53,16:21,28,28,Technical,Medium,5,Great service!,162,2024-10-22,28,Delayed
FN6153,PAX2054,FlyHigh,LAX,PHX,21:09,21:47,01:06,01:44,38,38,Crew,Low,4,Smooth flight.,248,2024-11-23,38,Delayed
FN4684,PAX2055,SkyJet,LAX,SEA,18:22,18:59,20:23,21:00,37,37,None,Low,2,Friendly staff.,63,2024-10-21,37,Delayed
FN1648,PAX2056,SkyJet,JFK,BOS,01:16,01:53,03:13,03:50,37,37,Crew,Low,1,Great service!,104,2024-04-13,37,Delayed
FN8120,PAX2057,SkyJet,ORD,SEA,01:55,02:24,05:20,05:49,29,29,Technical,Medium,5,Smooth flight.,269,2024-01-14,29,Delayed
FN4411,PAX2058,AirNova,DFW,SEA,00:55,01:19,03:16,03:40,24,24,None,Medium,4,,70,2024-10-14,24,Delayed
FN8040,PAX2059,JetStream,ATL,BOS,20:56,21:27,00:51,01:22,31,31,None,Low,4,Uncomfortable seats.,231,2024-06-27,31,Delayed
FN4830,PAX2060,FlyHigh,ORD,PHX,21:13,21:40,22:44,23:11,27,27,Technical,Medium,2,Friendly staff.,120,2024-05-04,27,Delayed
FN5800,PAX2061,CloudAir,JFK,MIA,07:00,07:37,09:14,09:51,37,37,None,Low,2,,64,2024-12-18,37,Delayed
FN7834,PAX2062,CloudAir,LAX,PHX,11:23,11:44,13:26,13:47,21,21,None,Medium,4,Delay was frustrating.,265,2024-01-23,21,Delayed
FN6458,PAX2063,SkyJet,ORD,PHX,13:23,13:45,15:04,15:26,22,22,Technical,Medium,5,Great service!,216,2024-03-03,22,Delayed
FN9830,PAX2064,AirNova,LAX,MIA,04:03,04:36,05:47,06:20,33,33,Technical,Low,3,Uncomfortable seats.,154,2024-05-22,33,Delayed
FN4854,PAX2065,AirNova,ATL,MIA,14:22,14:51,17:24,17:53,29,29,None,Medium,4,Smooth flight.,260,2024-06-01,29,Delayed
FN5251,PAX2066,CloudAir,JFK,SEA,15:25,15:48,17:46,18:09,23,23,Weather,Medium,5,Smooth flight.,212,2024-05-24,23,Delayed
FN6235,PAX2067,SkyJet,ORD,DEN,10:53,11:26,14:11,14:44,33,33,Weather,Low,2,Smooth flight.,119,2024-08-12,33,Delayed
FN6268,PAX2068,FlyHigh,DFW,PHX,01:46,02:24,04:41,04:49,38,8,None,Medium,2,Uncomfortable seats.,266,2024-11-04,8,Delayed
FN9102,PAX2069,AirNova,ATL,BOS,16:31,16:54,18:25,18:34,23,9,Technical,Medium,3,Friendly staff.,205,2024-04-13,9,Delayed
FN2528,PAX2070,SkyJet,ORD,BOS,12:38,13:01,16:12,16:35,23,23,Technical,Medium,3,,167,2024-04-13,23,Delayed
FN7473,PAX2071,FlyHigh,ATL,BOS,10:22,10:50,13:45,14:13,28,28,Crew,Medium,1,Great service!,245,2024-02-08,28,Delayed
FN4385,PAX2072,JetStream,DFW,BOS,04:44,05:12,08:42,09:10,28,28,Weather,Medium,1,Uncomfortable seats.,213,2024-07-16,28,Delayed
FN6809,PAX2073,CloudAir,JFK,PHX,13:38,13:58,15:08,15:28,20,20,Weather,Medium,3,Smooth flight.,147,2024-05-13,20,Delayed
FN6084,PAX2074,FlyHigh,LAX,MIA,16:01,16:39,19:04,19:42,38,38,Technical,Low,1,Smooth flight.,152,2024-03-07,38,Delayed
FN6267,PAX2075,FlyHigh,JFK,BOS,09:08,09:39,11:03,11:34,31,31,None,Low,4,Friendly staff.,248,2024-06-27,31,Delayed
FN8011,PAX2076,FlyHigh,ORD,BOS,08:27,08:58,11:33,12:04,31,31,Weather,Low,4,Friendly staff.,234,2024-02-11,31,Delayed
FN8673,PAX2077,AirNova,DFW,PHX,23:20,23:40,02:22,02:42,20,20,None,Medium,1,Great service!,230,2024-01-15,20,Delayed
FN7099,PAX2078,AirNova,DFW,MIA,21:50,22:21,23:30,00:01,31,31,Crew,Low,5,,126,2024-04-20,31,Delayed
FN2971,PAX2079,JetStream,ORD,DEN,23:56,00:25,02:14,02:43,29,29,Weather,Medium,2,,280,2024-06-05,29,Delayed
FN7848,PAX2080,CloudAir,LAX,DEN,13:32,14:01,16:38,17:07,29,29,Technical,Medium,1,,245,2024-10-15,29,Delayed
FN8322,PAX2081,SkyJet,DFW,SEA,02:50,03:16,05:39,06:05,26,26,Weather,Medium,1,Great service!,287,2024-08-18,26,Delayed
FN7553,PAX2082,SkyJet,ORD,SEA,15:03,15:40,18:28,19:05,37,37,Weather,Low,3,,141,2024-06-05,37,Delayed
FN5848,PAX2083,JetStream,JFK,PHX,20:52,21:23,00:09,00:40,31,31,Crew,Low,5,Delay was frustrating.,146,2024-02-07,31,Delayed
FN9766,PAX2084,AirNova,JFK,SEA,01:45,02:20,04:47,05:22,35,35,None,Low,1,Great service!,165,2024-04-06,35,Delayed
FN7618,PAX2085,SkyJet,ATL,DEN,15:43,16:14,18:52,18:50,31,-2,None,High,2,,96,2024-10-15,0,On Time
FN6785,PAX2086,AirNova,ORD,BOS,09:01,09:36,11:44,12:19,35,35,None,Low,1,Great service!,57,2024-09-10,35,Delayed
FN8807,PAX2087,AirNova,ORD,PHX,05:34,06:10,08:06,08:42,36,36,None,Low,4,Great service!,217,2024-07-14,36,Delayed
FN4212,PAX2088,JetStream,JFK,SEA,18:13,18:39,19:43,19:51,26,8,None,Medium,2,Great service!,72,2024-03-26,8,Delayed
FN1442,PAX2089,JetStream,DFW,BOS,15:16,15:44,17:10,17:38,28,28,None,Medium,3,Great service!,229,2024-11-17,28,Delayed
FN9067,PAX2090,JetStream,ORD,PHX,21:23,21:47,23:01,22:56,24,-5,Crew,High,3,Smooth flight.,256,2024-01-10,0,On Time
FN4562,PAX2091,SkyJet,ATL,PHX,13:42,14:17,17:32,17:30,35,-2,None,High,4,Smooth flight.,278,2024-01-05,0,On Time
FN4036,PAX2092,AirNova,DFW,MIA,21:58,22:32,01:27,01:33,34,6,None,Medium,5,Smooth flight.,67,2024-05-02,6,Delayed
